currdate,cusip.pct.all,cusip.pct.ma.all
12/8/2010,0.450359712,0.43798214
12/9/2010,0.458983051,0.437543648
12/10/2010,0.388632873,0.432380697
12/13/2010,0.448534424,0.444119013
12/14/2010,0.461956522,0.444698853
12/15/2010,0.444293478,0.444102792
12/16/2010,0.458476321,0.443601676
12/17/2010,0.395219124,0.44089449
12/20/2010,0.427442529,0.439514196
12/21/2010,0.439763489,0.441061413
12/22/2010,0.375,0.43720061
12/27/2010,0.287844037,0.429182819
12/28/2010,0.371252205,0.429781628
12/29/2010,0.364651163,0.425851066
12/30/2010,0.334689725,0.418525664
1/3/2011,0.453757225,0.41764495
1/4/2011,0.481279782,0.41879517
1/5/2011,0.497547302,0.421332912
1/6/2011,0.449315068,0.422553114
1/7/2011,0.429110106,0.420905407
1/10/2011,0.413612565,0.419068049
1/11/2011,0.421952958,0.417216545
1/12/2011,0.401476015,0.417858702
1/13/2011,0.440740741,0.417469018
1/14/2011,0.402617398,0.414502062
1/18/2011,0.481088255,0.4163418
1/19/2011,0.463287849,0.416582377
1/20/2011,0.462526767,0.419947759
1/21/2011,0.446840149,0.42091764
1/24/2011,0.45035461,0.421447196
1/25/2011,0.478873239,0.426640858
1/26/2011,0.452908587,0.434894085
1/27/2011,0.438356164,0.438249283
1/28/2011,0.413430421,0.440688246
1/31/2011,0.456630824,0.446785301
2/1/2011,0.465551839,0.447375032
2/2/2011,0.471397538,0.44688092
2/3/2011,0.462643678,0.445135739
2/4/2011,0.406451613,0.442992566
2/7/2011,0.454810496,0.444277585
2/8/2011,0.465871438,0.446890529
2/9/2011,0.457227139,0.448654238
2/10/2011,0.441304348,0.450645655
2/11/2011,0.4375,0.450483618
2/14/2011,0.440651668,0.452385331
2/15/2011,0.475592748,0.452110556
2/16/2011,0.459549072,0.451923617
2/17/2011,0.431754875,0.450385022
2/18/2011,0.431048069,0.449595418
2/22/2011,0.421167883,0.448136082
2/23/2011,0.477729885,0.448078914
2/24/2011,0.426169591,0.446741964
2/25/2011,0.413249211,0.445486617
2/28/2011,0.405054152,0.445067803
3/1/2011,0.430947216,0.443783623
3/2/2011,0.446244477,0.442818255
3/3/2011,0.450589971,0.441777876
3/4/2011,0.447327044,0.441012045
3/7/2011,0.396526773,0.440515803
3/8/2011,0.417015342,0.438626045
3/9/2011,0.396303901,0.435147668
3/10/2011,0.4034458,0.432458601
3/11/2011,0.366830065,0.428734887
3/14/2011,0.381086803,0.425914227
3/15/2011,0.4,0.423881644
3/16/2011,0.413352273,0.42076962
3/17/2011,0.451857468,0.42038504
3/18/2011,0.367611336,0.417177863
3/21/2011,0.410906298,0.416170774
3/22/2011,0.424778761,0.416351318
3/23/2011,0.396409873,0.412285318
3/24/2011,0.400887574,0.411021217
3/25/2011,0.397035881,0.41021055
3/28/2011,0.394537178,0.409684702
3/29/2011,0.419636364,0.409119159
3/30/2011,0.406156156,0.407114743
3/31/2011,0.424846626,0.405827576
4/1/2011,0.374094932,0.40216597
4/4/2011,0.388104089,0.401744836
4/5/2011,0.395848246,0.400686481
4/6/2011,0.390753169,0.400408945
4/7/2011,0.376643465,0.399068828
4/8/2011,0.352558895,0.398355269
4/11/2011,0.371294852,0.397865672
4/12/2011,0.417030568,0.3987172
4/13/2011,0.422004521,0.399149813
4/14/2011,0.424626866,0.397788282
4/15/2011,0.393442623,0.399079847
4/18/2011,0.406549521,0.398862008
4/19/2011,0.429319372,0.399089038
4/20/2011,0.415430267,0.400040058
4/25/2011,0.455458808,0.40276862
4/26/2011,0.423537703,0.404093711
4/27/2011,0.452180028,0.406975853
4/28/2011,0.434814815,0.407734776
4/29/2011,0.344290657,0.404641501
5/2/2011,0.385846672,0.402691503
5/3/2011,0.421052632,0.405039388
5/4/2011,0.459396752,0.408604022
5/5/2011,0.424079755,0.410015597
5/6/2011,0.365684575,0.408762167
5/9/2011,0.381609195,0.409010454
5/10/2011,0.363952679,0.409580143
5/11/2011,0.412628488,0.411646825
5/12/2011,0.36913767,0.40925218
5/13/2011,0.378020265,0.407052967
5/16/2011,0.415781487,0.406610698
5/17/2011,0.412526998,0.407564917
5/18/2011,0.415175376,0.40799621
5/19/2011,0.443259711,0.408693227
5/20/2011,0.369747899,0.406409108
5/23/2011,0.406779661,0.403975151
5/24/2011,0.424556213,0.404026076
5/25/2011,0.451274363,0.403980793
5/26/2011,0.419475655,0.403213835
5/31/2011,0.451176051,0.408558105
6/1/2011,0.409674981,0.40974952
6/2/2011,0.421212121,0.409757495
6/3/2011,0.372173913,0.405396353
6/6/2011,0.401430843,0.404263907
6/7/2011,0.43814433,0.407886895
6/8/2011,0.433634992,0.410488185
6/9/2011,0.406103286,0.412595715
6/10/2011,0.400340716,0.411981327
6/13/2011,0.423493045,0.414699095
6/14/2011,0.42527881,0.417062023
6/15/2011,0.419635788,0.417254738
6/16/2011,0.389964158,0.416126596
6/17/2011,0.428458498,0.416790752
6/20/2011,0.429443173,0.416099925
6/21/2011,0.417461482,0.418485604
6/22/2011,0.415195702,0.418906406
6/23/2011,0.388540031,0.417105597
6/24/2011,0.396838602,0.414383809
6/27/2011,0.42760181,0.414790117
6/28/2011,0.42700157,0.413581393
6/29/2011,0.462962963,0.416245792
6/30/2011,0.439097744,0.417140073
7/1/2011,0.32565445,0.4148141
7/5/2011,0.37468776,0.413476946
7/6/2011,0.397217929,0.411430626
7/7/2011,0.419762846,0.410737018
7/8/2011,0.386195563,0.409741632
7/11/2011,0.362831858,0.407866189
7/12/2011,0.410714286,0.407227251
7/13/2011,0.42700157,0.407313389
7/14/2011,0.401366354,0.406399917
7/15/2011,0.361086766,0.404956048
