currdate,cusip.pct.all,cusip.pct.ma.all,Short.cusip.pct,Short.cusip.pct.ma,YR5.cusip.pct,YR5.cusip.pct.ma,YR10.cusip.pct,YR10.cusip.pct.ma,Long.cusip.pct,Long.cusip.pct.ma
8/19/2009,0.442157559,0.469527878,0.3875,0.426640503,0.477112676,0.498448039,0.455319149,0.486148783,0.360189573,0.390350362
8/20/2009,0.445818182,0.46774218,0.430555556,0.423469486,0.47113594,0.496192561,0.474012474,0.484391159,0.328638498,0.389650813
8/21/2009,0.41221374,0.463470238,0.344537815,0.417571376,0.468817204,0.49295528,0.395408163,0.480023636,0.354679803,0.384139189
8/24/2009,0.40172956,0.460895673,0.387387387,0.41838014,0.440711462,0.49062936,0.414187643,0.476988726,0.293577982,0.379706977
8/25/2009,0.462747779,0.46008431,0.363636364,0.41735666,0.507718696,0.489298377,0.502066116,0.4767175,0.340909091,0.379877432
8/26/2009,0.428676471,0.45707882,0.392,0.417829143,0.457407407,0.486421239,0.466244726,0.474294442,0.298642534,0.37354259
8/27/2009,0.4267844,0.455118376,0.446428571,0.419471559,0.481684982,0.48532881,0.437894737,0.471590785,0.261061947,0.368255919
8/28/2009,0.377184913,0.449654286,0.463157895,0.42008847,0.415137615,0.480410015,0.371584699,0.465426694,0.257894737,0.360461001
8/31/2009,0.41301059,0.448055168,0.466666667,0.41909748,0.438931298,0.479351014,0.413092551,0.463420198,0.327659574,0.358243979
9/1/2009,0.483419307,0.448085922,0.4765625,0.420913026,0.512962963,0.479695869,0.481092437,0.462948305,0.417840376,0.357160192
9/2/2009,0.424130274,0.444914326,0.5,0.424431544,0.444852941,0.47630902,0.448198198,0.460154133,0.285714286,0.350206968
9/3/2009,0.398126464,0.44089669,0.4,0.423993588,0.453125,0.473164893,0.404651163,0.455235786,0.258928571,0.344157763
9/4/2009,0.309183673,0.432267125,0.358490566,0.418071963,0.329949239,0.464000441,0.323333333,0.446236156,0.211111111,0.33708174
9/8/2009,0.444043321,0.431666096,0.365671642,0.415833157,0.469244288,0.463714974,0.483471074,0.445790973,0.328282828,0.334924453
9/9/2009,0.462962963,0.429656349,0.422535211,0.414125272,0.501612903,0.462361928,0.482625483,0.443328622,0.340517241,0.331572164
9/10/2009,0.439864865,0.42720041,0.454545455,0.414196294,0.470383275,0.459991412,0.471264368,0.441329468,0.297619048,0.326935572
9/11/2009,0.424922601,0.424820166,0.442622951,0.414341626,0.44834308,0.456807826,0.449648712,0.440646285,0.317391304,0.322174069
9/14/2009,0.416167665,0.423174459,0.47008547,0.416478378,0.458089669,0.45722235,0.408207343,0.438642859,0.316872428,0.314959438
9/15/2009,0.47218543,0.426308335,0.449367089,0.41999512,0.501724138,0.461439913,0.492277992,0.442022191,0.377952756,0.314917682
9/16/2009,0.474055093,0.427969242,0.49112426,0.42564377,0.488964346,0.461895456,0.471559633,0.442307,0.434108527,0.320479611
9/17/2009,0.477453581,0.429734044,0.629411765,0.437739358,0.489473684,0.462513507,0.441532258,0.441617655,0.422794118,0.323609838
9/18/2009,0.468619247,0.430874097,0.477941176,0.440108639,0.489871087,0.463450264,0.439271255,0.439880594,0.475095785,0.330932702
9/21/2009,0.474452555,0.433986038,0.426470588,0.444205278,0.488416988,0.464430253,0.477459016,0.443983137,0.464912281,0.336444326
9/22/2009,0.513761468,0.439587633,0.461538462,0.447912832,0.536741214,0.469231741,0.5,0.448273755,0.51552795,0.347541825
9/23/2009,0.483067093,0.440603599,0.46875,0.453168513,0.503278689,0.46900974,0.503703704,0.448355634,0.407665505,0.350879645
9/24/2009,0.485333333,0.443436442,0.539007092,0.460518868,0.503344482,0.471306594,0.511952191,0.450641007,0.362934363,0.354094237
9/25/2009,0.445285616,0.444361503,0.465648855,0.461479882,0.484902309,0.47146746,0.448275862,0.451160064,0.333333333,0.357707806
9/28/2009,0.416923077,0.446348411,0.408,0.458721987,0.441056911,0.472763425,0.436241611,0.454392909,0.334745763,0.361550357
